NOP_method,LOC_method,NOLV_method,NOAV_method,NOM_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,LOC_package,NOM_package,is_long_parameters_list
3.0,18.0,6.0,9.0,34.0,11.0,34.0,2.0,21.0,787.0,787.0,1842.0,0.0,10.0,82.0,75.0,1.03030303,1.0,75.0,2.2058823530000002,2.2058823530000002,29.0,219.0,3862.0,227.0,0.0
3.0,3.0,3.0,3.0,24.0,6.0,24.0,1.0,24.0,375.0,375.0,1021.0,0.0,10.0,71.0,45.0,1.043478261,1.0,45.0,1.875,1.875,29.0,219.0,3862.0,227.0,0.0
3.0,4.0,3.0,4.0,19.0,2.0,19.0,4.0,-1.0,339.0,339.0,377.0,0.0,4.0,30.0,50.0,1.0555555559999998,-1.0,50.0,2.631578947,2.631578947,29.0,219.0,3862.0,227.0,0.0
3.0,5.0,3.0,6.0,8.0,1.0,6.0,3.0,0.0,52.0,42.0,8.0,0.0,2.0,8.0,14.0,1.142857143,1.0,12.0,1.75,2.0,29.0,219.0,3862.0,227.0,0.0
3.0,7.0,3.0,6.0,2.0,1.0,2.0,2.0,0.0,26.0,26.0,8.0,1.0,2.0,4.0,2.0,0.5,1.0,2.0,1.0,1.0,30.0,49.0,993.0,54.0,0.0
4.0,13.0,6.0,5.0,2.0,1.0,2.0,0.0,0.0,73.0,73.0,6.0,1.0,1.0,4.0,9.0,0.0,1.0,9.0,4.5,4.5,30.0,49.0,993.0,54.0,0.0
5.0,24.0,15.0,18.0,9.0,1.0,9.0,3.0,0.0,429.0,429.0,2.0,1.0,0.0,10.0,41.0,0.875,1.0,41.0,4.555555556,4.555555556,2.0,9.0,429.0,9.0,1.0
5.0,40.0,22.0,24.0,9.0,1.0,9.0,3.0,0.0,429.0,429.0,2.0,1.0,0.0,10.0,41.0,0.875,1.0,41.0,4.555555556,4.555555556,2.0,9.0,429.0,9.0,1.0
3.0,50.0,13.0,12.0,9.0,1.0,9.0,3.0,0.0,429.0,429.0,2.0,1.0,0.0,10.0,41.0,0.875,1.0,41.0,4.555555556,4.555555556,2.0,9.0,429.0,9.0,0.0
0.0,4.0,0.0,1.0,36.0,13.0,22.0,11.0,168.0,1440.0,1234.0,899.0,0.11092437,25.0,254.0,103.0,0.932467532,0.5625,86.0,2.861111111,3.9090909089999997,70.0,543.0,20854.0,812.0,0.0
1.0,48.0,4.0,8.0,29.0,15.0,28.0,20.0,0.0,1451.0,1446.0,1250.0,0.194444444,21.0,76.0,186.0,0.932142857,0.9,185.0,6.413793103,6.607142857,138.0,948.0,27590.0,1132.0,0.0
1.0,30.0,3.0,11.0,3.0,4.0,3.0,2.0,87.0,62.0,62.0,54.0,1.0,34.0,152.0,7.0,0.5,1.0,7.0,2.333333333,2.333333333,138.0,948.0,27590.0,1132.0,0.0
0.0,1.0,0.0,0.0,77.0,17.0,58.0,30.0,0.0,1334.0,1204.0,4998.0,0.05026300400000001,25.0,142.0,207.0,0.970614035,0.711864407,185.0,2.688311688,3.1896551719999997,138.0,948.0,27590.0,1132.0,0.0
1.0,14.0,2.0,1.0,8.0,8.0,8.0,0.0,1.0,104.0,104.0,88.0,0.0,1.0,17.0,9.0,0.0,0.0,9.0,1.125,1.125,69.0,454.0,23224.0,474.0,0.0
0.0,1.0,0.0,0.0,12.0,0.0,9.0,0.0,-1.0,105.0,80.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,9.0,1.0,1.0,31.0,289.0,8970.0,374.0,0.0
0.0,7.0,0.0,1.0,110.0,1.0,87.0,5.0,0.0,1929.0,1643.0,438.0,0.000849473,2.0,111.0,156.0,0.9908256879999999,0.790909091,133.0,1.418181818,1.5287356319999998,66.0,681.0,19469.0,786.0,0.0
1.0,7.0,1.0,5.0,18.0,0.0,16.0,5.0,0.0,455.0,404.0,0.0,0.6190476189999999,0.0,18.0,59.0,0.623529412,0.9,52.0,3.277777778,3.25,66.0,681.0,19469.0,786.0,0.0
1.0,8.0,1.0,2.0,8.0,0.0,8.0,2.0,4.0,135.0,135.0,0.0,1.0,0.0,8.0,12.0,0.857142857,1.0,12.0,1.5,1.5,66.0,681.0,19469.0,786.0,0.0
1.0,35.0,6.0,9.0,137.0,56.0,85.0,43.0,12.0,3578.0,2687.0,29122.0,0.046379829000000004,65.0,330.0,334.0,0.979309166,0.607692308,252.0,2.4379562040000002,2.964705882,28.0,223.0,9478.0,312.0,0.0
2.0,5.0,3.0,3.0,13.0,6.0,12.0,8.0,0.0,344.0,339.0,154.0,0.0,8.0,25.0,37.0,0.96875,0.833333333,36.0,2.8461538460000004,3.0,6.0,41.0,1350.0,51.0,0.0
0.0,4.0,0.0,1.0,42.0,7.0,31.0,15.0,0.0,1619.0,1427.0,1966.0,0.008602151,12.0,62.0,160.0,0.96097561,0.0,139.0,3.80952381,4.483870968,29.0,190.0,8318.0,262.0,0.0
0.0,4.0,0.0,1.0,37.0,4.0,19.0,16.0,0.0,799.0,578.0,292.0,0.1,5.0,42.0,94.0,0.963541667,0.0,71.0,2.540540541,3.736842105,29.0,190.0,8318.0,262.0,0.0
1.0,1.0,1.0,1.0,49.0,1.0,37.0,4.0,0.0,626.0,534.0,390.0,0.026595745,1.0,50.0,95.0,0.932291667,0.75,83.0,1.93877551,2.243243243,2.0,74.0,2325.0,88.0,0.0
3.0,5.0,3.0,3.0,45.0,3.0,39.0,2.0,0.0,411.0,342.0,440.0,0.035940803,3.0,51.0,49.0,0.8863636359999999,0.8666666670000001,43.0,1.0888888890000001,1.102564103,70.0,543.0,20854.0,812.0,0.0
3.0,5.0,3.0,6.0,1.0,0.0,1.0,3.0,0.0,11.0,11.0,0.0,1.0,0.0,1.0,1.0,0.0,0.25,1.0,1.0,1.0,30.0,205.0,6135.0,269.0,1.0
4.0,47.0,6.0,11.0,71.0,15.0,71.0,35.0,0.0,1613.0,1613.0,6292.0,0.040705563,18.0,111.0,316.0,0.9930612240000001,0.72826087,316.0,4.450704225,4.450704225,44.0,200.0,8510.0,214.0,0.0
5.0,81.0,16.0,23.0,6.0,15.0,6.0,1.0,0.0,247.0,247.0,330.0,0.0,16.0,36.0,36.0,1.2,1.0,36.0,6.0,6.0,66.0,634.0,10542.0,699.0,1.0
5.0,10.0,5.0,8.0,121.0,8.0,115.0,7.0,84.0,1247.0,1190.0,24104.0,0.884542952,23.0,421.0,234.0,0.861904762,0.9495798320000001,223.0,1.9338842980000002,1.939130435,66.0,634.0,10542.0,699.0,1.0
6.0,9.0,6.0,12.0,7.0,0.0,1.0,6.0,0.0,106.0,53.0,0.0,0.0,1.0,7.0,7.0,1.0,0.0,1.0,1.0,1.0,66.0,634.0,10542.0,699.0,1.0
3.0,26.0,4.0,10.0,5.0,0.0,5.0,10.0,0.0,170.0,170.0,0.0,0.333333333,1.0,5.0,7.0,1.025,0.0,7.0,1.4,1.4,49.0,669.0,19441.0,821.0,1.0
3.0,9.0,3.0,0.0,97.0,0.0,74.0,1.0,0.0,739.0,539.0,0.0,0.0,2.0,97.0,97.0,1.010416667,0.747252747,74.0,1.0,1.0,49.0,669.0,19441.0,821.0,0.0
4.0,8.0,4.0,0.0,97.0,0.0,74.0,1.0,0.0,739.0,539.0,0.0,0.0,2.0,97.0,97.0,1.010416667,0.747252747,74.0,1.0,1.0,49.0,669.0,19441.0,821.0,1.0
6.0,10.0,6.0,0.0,25.0,3.0,25.0,0.0,133.0,598.0,598.0,768.0,0.0,26.0,206.0,51.0,0.0,1.0,51.0,2.04,2.04,49.0,669.0,19441.0,821.0,1.0
3.0,11.0,3.0,4.0,27.0,1.0,21.0,4.0,-1.0,399.0,325.0,280.0,0.09486166,6.0,39.0,49.0,0.8557692309999999,-1.0,41.0,1.814814815,1.952380952,49.0,669.0,19441.0,821.0,1.0
3.0,5.0,3.0,4.0,21.0,5.0,21.0,0.0,24.0,288.0,288.0,379.0,0.0,18.0,55.0,33.0,0.0,1.0,33.0,1.571428571,1.571428571,69.0,454.0,23224.0,474.0,0.0
4.0,6.0,4.0,4.0,5.0,2.0,5.0,2.0,116.0,184.0,184.0,33.0,0.333333333,31.0,188.0,20.0,1.0,1.0,20.0,4.0,4.0,31.0,289.0,8970.0,374.0,0.0
3.0,20.0,5.0,6.0,50.0,22.0,50.0,26.0,0.0,1782.0,1782.0,6008.0,0.07777777799999999,29.0,107.0,350.0,0.93956044,0.629032258,350.0,7.0,7.0,31.0,289.0,8970.0,374.0,0.0
4.0,38.0,9.0,14.0,50.0,22.0,50.0,26.0,0.0,1782.0,1782.0,6008.0,0.07777777799999999,29.0,107.0,350.0,0.93956044,0.629032258,350.0,7.0,7.0,31.0,289.0,8970.0,374.0,0.0
3.0,13.0,5.0,5.0,4.0,0.0,4.0,0.0,0.0,82.0,82.0,0.0,0.0,0.0,4.0,11.0,0.0,1.0,11.0,2.75,2.75,66.0,681.0,19469.0,786.0,0.0
3.0,9.0,3.0,4.0,76.0,16.0,61.0,31.0,15.0,1659.0,1454.0,3934.0,0.048033125999999995,24.0,120.0,146.0,0.9784946240000001,0.634146341,127.0,1.9210526319999999,2.081967213,29.0,190.0,8318.0,262.0,0.0
4.0,11.0,5.0,6.0,2.0,2.0,2.0,1.0,190.0,47.0,47.0,20.0,0.0,26.0,230.0,2.0,2.0,1.0,2.0,1.0,1.0,29.0,190.0,8318.0,262.0,1.0
3.0,24.0,6.0,6.0,10.0,2.0,10.0,5.0,0.0,612.0,612.0,162.0,0.0,1.0,20.0,58.0,1.0,0.0,58.0,5.8,5.8,18.0,165.0,3358.0,184.0,1.0
3.0,120.0,16.0,14.0,10.0,2.0,10.0,5.0,0.0,612.0,612.0,162.0,0.0,1.0,20.0,58.0,1.0,0.0,58.0,5.8,5.8,18.0,165.0,3358.0,184.0,1.0
7.0,47.0,7.0,31.0,41.0,2.0,27.0,12.0,0.0,1589.0,1255.0,1098.0,0.29004329,3.0,43.0,250.0,0.902083333,0.517241379,209.0,6.0975609760000005,7.740740741000001,34.0,113.0,8814.0,151.0,1.0
9.0,12.0,9.0,9.0,3.0,23.0,3.0,0.0,-1.0,1705.0,1705.0,108.0,1.0,14.0,29.0,27.0,0.0,-1.0,27.0,9.0,9.0,90.0,482.0,16188.0,569.0,1.0
7.0,65.0,17.0,25.0,5.0,6.0,3.0,7.0,0.0,133.0,123.0,68.0,0.0,8.0,12.0,16.0,1.107142857,0.75,14.0,3.2,4.666666667,66.0,634.0,10542.0,699.0,1.0
7.0,8.0,7.0,8.0,75.0,50.0,71.0,29.0,163.0,1828.0,1779.0,10273.0,0.011538462,73.0,395.0,229.0,0.9902143520000001,0.939393939,221.0,3.0533333330000003,3.112676056,66.0,634.0,10542.0,699.0,1.0
7.0,37.0,8.0,10.0,83.0,17.0,67.0,22.0,-1.0,3547.0,2997.0,8097.0,0.058823529000000006,21.0,155.0,411.0,0.953436807,-1.0,314.0,4.951807229,4.6865671639999995,49.0,669.0,19441.0,821.0,1.0
8.0,14.0,8.0,17.0,12.0,0.0,10.0,10.0,125.0,78.0,68.0,28.0,0.018181818,14.0,72.0,13.0,1.0,0.833333333,11.0,1.083333333,1.1,69.0,454.0,23224.0,474.0,1.0
8.0,10.0,8.0,11.0,9.0,0.0,6.0,5.0,129.0,67.0,43.0,22.0,0.071428571,14.0,73.0,10.0,0.95,0.666666667,7.0,1.111111111,1.166666667,69.0,454.0,23224.0,474.0,1.0
7.0,55.0,7.0,17.0,1.0,2.0,1.0,8.0,0.0,97.0,97.0,4.0,1.0,5.0,3.0,5.0,0.0,0.0,5.0,5.0,5.0,28.0,223.0,9478.0,312.0,1.0
14.0,18.0,14.0,23.0,42.0,7.0,31.0,15.0,0.0,1619.0,1427.0,1966.0,0.008602151,12.0,62.0,160.0,0.96097561,0.0,139.0,3.80952381,4.483870968,29.0,190.0,8318.0,262.0,1.0
8.0,16.0,8.0,11.0,37.0,4.0,19.0,16.0,0.0,799.0,578.0,292.0,0.1,5.0,42.0,94.0,0.963541667,0.0,71.0,2.540540541,3.736842105,29.0,190.0,8318.0,262.0,1.0
11.0,11.0,11.0,12.0,37.0,4.0,19.0,16.0,0.0,799.0,578.0,292.0,0.1,5.0,42.0,94.0,0.963541667,0.0,71.0,2.540540541,3.736842105,29.0,190.0,8318.0,262.0,1.0
7.0,31.0,10.0,20.0,37.0,4.0,19.0,16.0,0.0,799.0,578.0,292.0,0.1,5.0,42.0,94.0,0.963541667,0.0,71.0,2.540540541,3.736842105,29.0,190.0,8318.0,262.0,1.0
