ATFD_method,FDP_method,MAXNESTING_method,LOC_method,CYCLO_method,NOLV_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,CINT_method,CDISP_method,NOM_type,ATFD_type,FANOUT_type,NOMNAMM_type,NIM_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,CBO_type,RFC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,LOC_package,NOM_package,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,number_public_visibility_methods,number_not_abstract_not_final_methods,number_not_final_not_static_methods,number_standard_design_methods,is_feature_envy
7.0,3.0,3.0,19.0,7.0,1.0,8.0,0.14285699999999998,4.0,3.0,5.0,0.8,17.0,13.0,14.0,16.0,-1.0,174.0,169.0,16.0,0.14285699999999998,16.0,40.0,51.0,0.875,-1.0,50.0,3.0,3.125,51.0,458.0,5633.0,510.0,223.0,38.0,2989.0,2592.0,28583.0,10.0,10.0,17.0,14.0,0.0
1.0,1.0,6.0,120.0,19.0,18.0,18.0,0.5,5.0,6.0,7.0,0.714286,44.0,9.0,26.0,41.0,0.0,2827.0,2758.0,42.0,0.685606,33.0,95.0,371.0,0.8637870000000001,0.914286,365.0,8.431818,8.902439,7.0,78.0,4403.0,88.0,110.0,25.0,1199.0,951.0,31037.0,35.0,44.0,44.0,39.0,0.0
1.0,1.0,1.0,4.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,9.0,3.0,3.0,7.0,0.0,131.0,93.0,6.0,0.0,3.0,12.0,12.0,1.0,0.75,8.0,1.333333,1.142857,5.0,34.0,707.0,39.0,299.0,33.0,1475.0,1431.0,28493.0,8.0,9.0,9.0,4.0,0.0
8.0,2.0,2.0,25.0,4.0,6.0,14.0,0.0,1.0,0.0,1.0,1.0,4.0,28.0,6.0,4.0,0.0,199.0,199.0,9.0,1.0,11.0,22.0,20.0,0.818182,1.0,20.0,5.0,5.0,39.0,360.0,17417.0,425.0,789.0,155.0,9246.0,7348.0,188289.0,4.0,5.0,5.0,4.0,0.0
1.0,1.0,6.0,102.0,23.0,23.0,25.0,0.5,1.0,3.0,3.0,0.333333,54.0,26.0,23.0,32.0,25.0,1614.0,1257.0,42.0,0.44237600000000005,44.0,158.0,271.0,0.766038,0.55102,209.0,5.018519,6.53125,68.0,681.0,16486.0,924.0,799.0,32.0,6880.0,5602.0,136533.0,49.0,51.0,46.0,29.0,0.0
0.0,0.0,6.0,147.0,23.0,21.0,24.0,1.0,2.0,7.0,7.0,0.28571399999999997,9.0,0.0,3.0,9.0,0.0,393.0,393.0,13.0,1.0,2.0,22.0,75.0,0.642857,0.0,75.0,8.333333,8.333333,19.0,124.0,3177.0,133.0,121.0,31.0,1271.0,982.0,18172.0,0.0,9.0,8.0,8.0,0.0
0.0,0.0,1.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,2.0,5.0,45.0,29.0,29.0,2.0,0.0,9.0,18.0,5.0,0.0,1.0,5.0,1.0,1.0,26.0,159.0,2303.0,198.0,65.0,4.0,780.0,673.0,16524.0,2.0,5.0,5.0,4.0,0.0
4.0,1.0,7.0,197.0,37.0,27.0,33.0,0.0,1.0,3.0,7.0,0.14285699999999998,17.0,5.0,1.0,17.0,0.0,1089.0,1089.0,7.0,0.509091,1.0,30.0,144.0,0.859375,1.0,144.0,8.470588000000001,8.470588000000001,200.0,850.0,18774.0,943.0,1037.0,62.0,6560.0,5860.0,138536.0,13.0,17.0,17.0,15.0,1.0
7.0,3.0,2.0,43.0,7.0,10.0,17.0,0.2,8.0,13.0,13.0,0.6153850000000001,7.0,11.0,11.0,7.0,0.0,230.0,230.0,24.0,1.0,12.0,34.0,29.0,0.666667,1.0,29.0,4.142857,4.142857,21.0,165.0,9721.0,166.0,338.0,90.0,5983.0,4284.0,92696.0,7.0,7.0,7.0,6.0,0.0
0.0,0.0,1.0,5.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,79.0,45.0,0.0,0.23809499999999997,0.0,7.0,9.0,0.777778,0.428571,3.0,1.285714,1.0,6.0,16.0,467.0,20.0,764.0,30.0,4305.0,3256.0,120720.0,7.0,7.0,7.0,3.0,0.0
35.0,4.0,7.0,143.0,22.0,31.0,99.0,0.166667,5.0,8.0,26.0,0.19230799999999998,16.0,127.0,18.0,16.0,0.0,590.0,590.0,26.0,1.0,19.0,107.0,95.0,1.0,1.0,95.0,5.9375,5.9375,3.0,30.0,1322.0,30.0,255.0,7.0,1450.0,1087.0,24112.0,4.0,16.0,15.0,14.0,1.0
21.0,8.0,6.0,145.0,25.0,19.0,40.0,0.0,12.0,17.0,20.0,0.6,22.0,77.0,31.0,22.0,58.0,1261.0,1261.0,77.0,0.073529,57.0,224.0,198.0,0.9523809999999999,1.0,198.0,9.0,9.0,106.0,2196.0,69768.0,2620.0,465.0,54.0,7652.0,6749.0,171667.0,1.0,22.0,19.0,17.0,1.0
33.0,5.0,7.0,142.0,42.0,12.0,51.0,0.0,7.0,16.0,21.0,0.333333,18.0,61.0,9.0,18.0,0.0,1097.0,1097.0,36.0,0.269231,9.0,61.0,286.0,0.882353,1.0,286.0,15.888889,15.888889,40.0,277.0,7963.0,322.0,56.0,5.0,502.0,445.0,10835.0,2.0,19.0,19.0,18.0,1.0
13.0,4.0,3.0,250.0,1.0,4.0,32.0,0.1875,12.0,14.0,26.0,0.461538,9.0,0.0,12.0,5.0,45.0,379.0,333.0,14.0,0.0,28.0,120.0,9.0,1.0,0.555556,5.0,1.0,1.0,36.0,113.0,2750.0,188.0,1542.0,130.0,11967.0,9063.0,213479.0,9.0,9.0,9.0,4.0,1.0
1.0,1.0,1.0,3.0,1.0,1.0,2.0,0.0,2.0,2.0,2.0,1.0,5.0,3.0,2.0,2.0,43.0,68.0,40.0,4.0,0.0,15.0,54.0,8.0,1.0,0.22222199999999998,5.0,1.6,2.5,6.0,20.0,453.0,35.0,497.0,38.0,5768.0,4374.0,117757.0,5.0,5.0,5.0,1.0,0.0
1.0,1.0,6.0,117.0,31.0,8.0,18.0,0.8,4.0,8.0,11.0,0.363636,18.0,8.0,20.0,17.0,0.0,503.0,498.0,34.0,0.515152,24.0,61.0,73.0,0.958824,0.9,72.0,4.055556,4.235294000000001,17.0,135.0,3038.0,153.0,1196.0,192.0,9900.0,9201.0,117117.0,10.0,18.0,13.0,16.0,0.0
6.0,2.0,8.0,176.0,41.0,14.0,21.0,0.14285699999999998,5.0,15.0,22.0,0.227273,40.0,14.0,12.0,38.0,0.0,1127.0,1100.0,34.0,0.42674300000000004,11.0,88.0,164.0,0.9638690000000001,0.727273,162.0,4.1,4.263158,3.0,46.0,1238.0,49.0,280.0,36.0,2923.0,2438.0,52319.0,17.0,40.0,40.0,37.0,1.0
11.0,3.0,2.0,18.0,2.0,2.0,20.0,0.266667,3.0,1.0,6.0,0.5,4.0,28.0,6.0,4.0,0.0,199.0,199.0,9.0,1.0,11.0,22.0,20.0,0.818182,1.0,20.0,5.0,5.0,39.0,360.0,17417.0,425.0,789.0,155.0,9246.0,7348.0,188289.0,4.0,5.0,5.0,4.0,1.0
0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,11.0,-1.0,58.0,58.0,0.0,0.0,0.0,11.0,11.0,0.0,-1.0,11.0,1.0,1.0,12.0,471.0,3219.0,549.0,223.0,38.0,2989.0,2592.0,28583.0,11.0,11.0,11.0,11.0,0.0
8.0,2.0,10.0,121.0,33.0,9.0,30.0,0.9444440000000001,5.0,7.0,16.0,0.3125,43.0,34.0,21.0,40.0,123.0,1400.0,1348.0,89.0,0.340244,38.0,302.0,256.0,0.9444440000000001,0.909091,249.0,5.953488,6.225,14.0,161.0,3417.0,181.0,813.0,36.0,4551.0,3762.0,68127.0,33.0,43.0,43.0,38.0,0.0
3.0,1.0,1.0,7.0,2.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,40.0,40.0,1.0,1.0,2.0,3.0,4.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,40.0,2.0,786.0,63.0,3884.0,3333.0,53617.0,2.0,2.0,2.0,1.0,0.0
11.0,3.0,6.0,156.0,13.0,25.0,40.0,0.214286,5.0,9.0,14.0,0.357143,5.0,13.0,6.0,5.0,5.0,224.0,224.0,10.0,1.0,14.0,33.0,20.0,1.0,0.166667,20.0,4.0,4.0,36.0,124.0,5337.0,130.0,405.0,36.0,2714.0,2245.0,69144.0,1.0,5.0,5.0,5.0,1.0
0.0,0.0,1.0,6.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,3.0,0.0,26.0,15.0,1.0,0.2,1.0,7.0,6.0,0.75,0.6,4.0,1.2,1.333333,4.0,12.0,87.0,17.0,795.0,87.0,4165.0,3476.0,25691.0,5.0,5.0,5.0,3.0,0.0
32.0,7.0,8.0,363.0,47.0,50.0,91.0,0.177778,13.0,14.0,42.0,0.30952399999999997,20.0,32.0,14.0,8.0,59.0,600.0,531.0,18.0,0.161905,16.0,66.0,72.0,0.947368,0.1875,60.0,3.6,7.5,12.0,40.0,1559.0,88.0,606.0,65.0,5527.0,2783.0,69698.0,15.0,20.0,20.0,7.0,1.0
15.0,3.0,2.0,17.0,2.0,6.0,25.0,0.0,1.0,0.0,5.0,0.2,1.0,15.0,1.0,1.0,0.0,20.0,20.0,0.0,1.0,5.0,6.0,2.0,0.0,1.0,2.0,2.0,2.0,153.0,385.0,6579.0,454.0,190.0,3.0,713.0,563.0,9457.0,1.0,2.0,2.0,1.0,1.0
0.0,0.0,1.0,3.0,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1.0,9.0,1.0,9.0,5.0,0.0,121.0,84.0,11.0,0.714286,9.0,23.0,11.0,0.875,0.375,7.0,1.222222,1.4,4.0,14.0,189.0,27.0,1188.0,117.0,6818.0,5763.0,109035.0,7.0,9.0,8.0,4.0,0.0
9.0,2.0,5.0,176.0,23.0,18.0,32.0,0.1,3.0,3.0,7.0,0.428571,18.0,13.0,5.0,18.0,0.0,538.0,538.0,5.0,0.7843140000000001,6.0,31.0,45.0,1.0,1.0,45.0,2.5,2.5,10.0,60.0,1447.0,77.0,58.0,2.0,541.0,326.0,7842.0,18.0,18.0,0.0,18.0,1.0
0.0,0.0,1.0,5.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,4.0,520.0,144.0,136.0,4.0,0.666667,4.0,10.0,5.0,1.0,0.5,4.0,1.0,1.0,33.0,96.0,1917.0,105.0,1037.0,62.0,6560.0,5860.0,138536.0,4.0,5.0,5.0,3.0,0.0
0.0,0.0,1.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,3.0,7.0,29.0,29.0,2.0,0.0,5.0,15.0,4.0,0.0,1.0,4.0,1.333333,1.333333,2.0,5.0,44.0,5.0,58.0,2.0,541.0,326.0,7842.0,3.0,3.0,3.0,3.0,0.0
0.0,0.0,1.0,8.0,2.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,63.0,21.0,21.0,0.0,1.0,0.0,2.0,3.0,1.0,1.0,3.0,1.5,1.5,7.0,78.0,4403.0,88.0,110.0,25.0,1199.0,951.0,31037.0,1.0,2.0,2.0,1.0,0.0
19.0,5.0,8.0,413.0,89.0,23.0,61.0,0.394737,11.0,18.0,23.0,0.478261,9.0,34.0,14.0,9.0,20.0,819.0,819.0,18.0,0.533333,30.0,60.0,150.0,0.71875,0.8,150.0,16.666667,16.666667,61.0,399.0,14229.0,466.0,102.0,2.0,808.0,724.0,19045.0,4.0,9.0,0.0,9.0,1.0
9.0,3.0,2.0,56.0,7.0,5.0,12.0,0.0,1.0,1.0,1.0,1.0,25.0,12.0,2.0,25.0,0.0,643.0,643.0,2.0,1.0,6.0,27.0,141.0,0.84375,1.0,141.0,5.64,5.64,4.0,72.0,2491.0,72.0,968.0,54.0,7232.0,6313.0,104357.0,5.0,25.0,25.0,24.0,1.0
0.0,0.0,6.0,134.0,22.0,10.0,20.0,0.636364,1.0,1.0,1.0,1.0,63.0,3.0,5.0,54.0,-1.0,2005.0,1910.0,11.0,0.38350300000000004,3.0,77.0,244.0,0.953717,-1.0,233.0,3.8730160000000002,4.314815,11.0,101.0,2259.0,113.0,66.0,10.0,629.0,479.0,11929.0,34.0,55.0,58.0,50.0,0.0
4.0,3.0,9.0,267.0,37.0,28.0,48.0,0.8,5.0,6.0,6.0,0.833333,134.0,13.0,14.0,133.0,52.0,5744.0,5732.0,20.0,0.938942,55.0,157.0,1192.0,0.9973799999999999,0.084507,1191.0,8.895522,8.954887,18.0,408.0,12655.0,440.0,65.0,4.0,780.0,673.0,16524.0,6.0,9.0,9.0,128.0,0.0
0.0,0.0,1.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,15.0,7.0,7.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,5.0,8.0,43.0,8.0,2330.0,131.0,19618.0,13899.0,299402.0,1.0,1.0,1.0,0.0,0.0
8.0,3.0,2.0,38.0,12.0,7.0,15.0,0.0,4.0,5.0,11.0,0.363636,2.0,8.0,4.0,2.0,14.0,53.0,53.0,7.0,0.0,13.0,28.0,16.0,0.0,1.0,16.0,8.0,8.0,24.0,74.0,1128.0,75.0,1855.0,212.0,11709.0,8793.0,102803.0,3.0,3.0,3.0,2.0,0.0
11.0,5.0,6.0,143.0,26.0,13.0,26.0,0.153846,4.0,5.0,6.0,0.666667,61.0,25.0,15.0,51.0,0.0,1606.0,1544.0,43.0,0.23502800000000001,21.0,110.0,226.0,0.960606,0.782609,216.0,3.704918,4.235294000000001,5.0,168.0,2931.0,188.0,465.0,54.0,7652.0,6749.0,171667.0,46.0,61.0,61.0,50.0,1.0
18.0,7.0,6.0,224.0,57.0,37.0,54.0,0.0,13.0,18.0,23.0,0.565217,3.0,38.0,20.0,3.0,0.0,385.0,385.0,32.0,0.0,24.0,47.0,79.0,0.0,1.0,79.0,26.333333000000003,26.333333000000003,14.0,54.0,2883.0,67.0,799.0,32.0,6880.0,5602.0,136533.0,2.0,3.0,0.0,3.0,1.0
3.0,3.0,8.0,104.0,21.0,17.0,21.0,0.5,3.0,7.0,7.0,0.428571,23.0,7.0,8.0,23.0,-1.0,776.0,776.0,17.0,0.11428599999999998,11.0,42.0,105.0,0.9444440000000001,-1.0,105.0,4.565217,4.565217,16.0,117.0,2551.0,142.0,262.0,57.0,1805.0,1524.0,34404.0,15.0,23.0,1.0,22.0,0.0
7.0,1.0,3.0,20.0,5.0,6.0,12.0,0.0,1.0,1.0,8.0,0.125,13.0,7.0,3.0,13.0,0.0,280.0,280.0,4.0,0.0,4.0,25.0,38.0,0.0,1.0,38.0,2.923077,2.923077,4.0,46.0,2794.0,60.0,515.0,79.0,3790.0,3254.0,68929.0,11.0,13.0,1.0,12.0,0.0
0.0,0.0,1.0,5.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,17.0,3.0,7.0,17.0,-1.0,571.0,571.0,19.0,0.363636,6.0,39.0,45.0,0.89375,-1.0,45.0,2.647059,2.647059,33.0,165.0,3052.0,176.0,100.0,5.0,703.0,613.0,14480.0,9.0,15.0,17.0,15.0,0.0
0.0,0.0,3.0,19.0,3.0,5.0,4.0,0.0,1.0,1.0,1.0,1.0,6.0,0.0,1.0,6.0,45.0,59.0,59.0,1.0,0.0,0.0,7.0,11.0,1.0,1.0,11.0,1.833333,1.833333,2.0,7.0,59.0,7.0,208.0,29.0,1302.0,1252.0,12103.0,4.0,6.0,6.0,5.0,0.0
22.0,4.0,7.0,160.0,26.0,17.0,44.0,0.153846,5.0,11.0,23.0,0.21739099999999997,9.0,22.0,6.0,7.0,59.0,320.0,304.0,12.0,0.666667,8.0,33.0,51.0,0.875,0.333333,49.0,5.6666669999999995,7.0,39.0,171.0,5595.0,278.0,606.0,65.0,5527.0,2783.0,69698.0,3.0,9.0,9.0,6.0,1.0
0.0,0.0,1.0,4.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,8.0,8.0,1.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,39.0,282.0,3051.0,292.0,1196.0,192.0,9900.0,9201.0,117117.0,1.0,1.0,0.0,1.0,0.0
11.0,3.0,2.0,18.0,2.0,2.0,20.0,0.266667,3.0,1.0,6.0,0.5,4.0,28.0,6.0,4.0,0.0,199.0,199.0,9.0,1.0,11.0,22.0,20.0,0.818182,1.0,20.0,5.0,5.0,39.0,360.0,17417.0,425.0,789.0,155.0,9246.0,7348.0,188289.0,4.0,5.0,5.0,4.0,0.0
0.0,0.0,4.0,29.0,4.0,5.0,6.0,1.0,2.0,2.0,2.0,1.0,5.0,0.0,2.0,3.0,18.0,95.0,75.0,4.0,0.6,7.0,27.0,9.0,0.75,0.6,7.0,1.8,2.333333,11.0,56.0,1645.0,81.0,128.0,16.0,1064.0,796.0,20892.0,5.0,5.0,5.0,3.0,0.0
0.0,0.0,1.0,6.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,6.0,12.0,12.0,1.0,0.0,5.0,11.0,3.0,0.0,1.0,3.0,1.5,1.5,8.0,20.0,147.0,20.0,204.0,11.0,1031.0,987.0,9065.0,2.0,3.0,3.0,2.0,0.0
0.0,0.0,1.0,5.0,1.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,6.0,3.0,1.0,6.0,32.0,54.0,54.0,2.0,1.0,5.0,56.0,9.0,1.0,0.5,9.0,1.5,1.5,20.0,72.0,701.0,72.0,60.0,0.0,254.0,243.0,2453.0,2.0,6.0,6.0,6.0,0.0
10.0,3.0,3.0,33.0,6.0,6.0,23.0,0.294118,5.0,6.0,6.0,0.833333,29.0,106.0,25.0,29.0,0.0,1371.0,1371.0,51.0,1.0,27.0,87.0,328.0,0.723214,1.0,328.0,11.310345,11.310345,8.0,100.0,2639.0,109.0,48.0,1.0,245.0,233.0,6694.0,4.0,29.0,23.0,27.0,0.0
4.0,2.0,6.0,119.0,32.0,7.0,31.0,0.833333,2.0,1.0,2.0,1.0,134.0,13.0,14.0,133.0,52.0,5744.0,5732.0,20.0,0.938942,55.0,157.0,1192.0,0.9973799999999999,0.084507,1191.0,8.895522,8.954887,18.0,408.0,12655.0,440.0,65.0,4.0,780.0,673.0,16524.0,6.0,9.0,9.0,128.0,0.0
0.0,0.0,8.0,217.0,23.0,24.0,45.0,1.0,1.0,1.0,1.0,1.0,15.0,0.0,1.0,14.0,0.0,1458.0,1421.0,1.0,1.0,1.0,16.0,115.0,0.8401360000000001,1.0,109.0,7.6666669999999995,7.785714,33.0,277.0,11055.0,293.0,497.0,38.0,5768.0,4374.0,117757.0,6.0,15.0,14.0,13.0,0.0
8.0,2.0,3.0,39.0,7.0,9.0,16.0,0.0,2.0,4.0,6.0,0.333333,3.0,11.0,5.0,3.0,0.0,142.0,142.0,8.0,0.0,6.0,16.0,17.0,0.0,1.0,17.0,5.6666669999999995,5.6666669999999995,8.0,30.0,1005.0,38.0,297.0,25.0,2742.0,2257.0,38451.0,3.0,3.0,0.0,3.0,1.0
0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,5.0,0.0,2.0,5.0,45.0,29.0,29.0,2.0,0.0,9.0,18.0,5.0,0.0,1.0,5.0,1.0,1.0,26.0,159.0,2303.0,198.0,65.0,4.0,780.0,673.0,16524.0,2.0,5.0,5.0,4.0,0.0
0.0,0.0,1.0,5.0,1.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,17.0,3.0,7.0,17.0,-1.0,571.0,571.0,19.0,0.363636,6.0,39.0,45.0,0.89375,-1.0,45.0,2.647059,2.647059,33.0,165.0,3052.0,176.0,100.0,5.0,703.0,613.0,14480.0,9.0,15.0,17.0,15.0,0.0
0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,7.0,3.0,11.0,7.0,10.0,151.0,151.0,16.0,0.0,11.0,37.0,24.0,0.0,1.0,24.0,3.428571,3.428571,4.0,32.0,473.0,32.0,813.0,36.0,4551.0,3762.0,68127.0,8.0,8.0,7.0,7.0,0.0
1.0,1.0,5.0,162.0,22.0,15.0,28.0,0.769231,9.0,9.0,11.0,0.818182,15.0,4.0,12.0,7.0,74.0,581.0,478.0,15.0,0.2,12.0,35.0,63.0,0.913265,0.272727,51.0,4.2,7.285714,11.0,75.0,1541.0,88.0,388.0,47.0,2957.0,2678.0,55590.0,11.0,15.0,15.0,6.0,0.0
0.0,0.0,3.0,15.0,4.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,14.0,166.0,166.0,4.0,0.5,10.0,34.0,10.0,0.6,1.0,10.0,2.5,2.5,7.0,34.0,713.0,36.0,66.0,10.0,629.0,479.0,11929.0,2.0,4.0,4.0,4.0,0.0
0.0,0.0,1.0,6.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,22.0,8.0,21.0,0.0,444.0,419.0,23.0,0.463158,10.0,58.0,69.0,0.901176,0.344828,64.0,2.6538459999999997,3.047619,4.0,112.0,3186.0,172.0,465.0,54.0,7652.0,6749.0,171667.0,15.0,26.0,18.0,19.0,0.0
5.0,2.0,6.0,102.0,22.0,37.0,60.0,0.6190479999999999,6.0,14.0,15.0,0.4,7.0,5.0,16.0,7.0,0.0,430.0,430.0,47.0,1.0,17.0,56.0,54.0,0.8703700000000001,1.0,54.0,7.714286,7.714286,8.0,27.0,646.0,28.0,191.0,19.0,1447.0,1361.0,24319.0,3.0,7.0,7.0,6.0,0.0
52.0,6.0,6.0,157.0,15.0,23.0,112.0,0.103448,6.0,22.0,77.0,0.077922,9.0,52.0,6.0,4.0,77.0,227.0,186.0,22.0,0.178571,9.0,86.0,23.0,0.895833,0.28571399999999997,18.0,2.555556,4.5,9.0,51.0,1616.0,84.0,606.0,65.0,5527.0,2783.0,69698.0,7.0,9.0,9.0,3.0,1.0
0.0,0.0,6.0,150.0,11.0,21.0,44.0,1.0,1.0,1.0,1.0,1.0,15.0,0.0,1.0,14.0,0.0,1458.0,1421.0,1.0,1.0,1.0,16.0,115.0,0.8401360000000001,1.0,109.0,7.6666669999999995,7.785714,33.0,277.0,11055.0,293.0,497.0,38.0,5768.0,4374.0,117757.0,6.0,15.0,14.0,13.0,0.0
0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,133.0,235.0,2888.0,235.0,525.0,67.0,4143.0,3956.0,75688.0,0.0,1.0,1.0,0.0,0.0
0.0,0.0,1.0,12.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,1.0,30.0,11.0,23.0,24.0,0.0,1323.0,815.0,29.0,0.636842,27.0,69.0,316.0,0.896552,0.535714,202.0,10.533333,8.416667,7.0,78.0,4403.0,88.0,110.0,25.0,1199.0,951.0,31037.0,20.0,30.0,30.0,23.0,0.0
0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,14.0,166.0,166.0,4.0,0.5,10.0,34.0,10.0,0.6,1.0,10.0,2.5,2.5,7.0,34.0,713.0,36.0,66.0,10.0,629.0,479.0,11929.0,2.0,4.0,4.0,4.0,0.0
52.0,13.0,8.0,394.0,92.0,39.0,116.0,0.15872999999999998,23.0,35.0,49.0,0.469388,25.0,59.0,26.0,17.0,0.0,796.0,712.0,49.0,0.301471,30.0,92.0,148.0,0.939103,0.736842,138.0,5.92,8.117647,51.0,317.0,6978.0,383.0,1196.0,192.0,9900.0,9201.0,117117.0,19.0,25.0,21.0,14.0,1.0
0.0,0.0,4.0,58.0,7.0,11.0,11.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,8.0,0.0,269.0,269.0,1.0,1.0,1.0,9.0,24.0,0.857143,1.0,24.0,3.0,3.0,1.0,8.0,269.0,8.0,388.0,47.0,2957.0,2678.0,55590.0,4.0,6.0,5.0,8.0,0.0
0.0,0.0,6.0,112.0,10.0,25.0,30.0,1.0,8.0,9.0,9.0,0.8888889999999999,68.0,3.0,17.0,41.0,60.0,1541.0,1078.0,35.0,0.12903199999999998,29.0,163.0,152.0,0.964791,0.458333,104.0,2.2352939999999997,2.5365849999999996,46.0,1076.0,33993.0,1556.0,960.0,103.0,11810.0,10192.0,247421.0,60.0,68.0,68.0,38.0,0.0
0.0,0.0,2.0,12.0,2.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,3.0,0.0,2.0,3.0,7.0,29.0,29.0,2.0,0.0,5.0,15.0,4.0,0.0,1.0,4.0,1.333333,1.333333,2.0,5.0,44.0,5.0,58.0,2.0,541.0,326.0,7842.0,3.0,3.0,3.0,3.0,0.0
0.0,0.0,1.0,4.0,1.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,16.0,127.0,18.0,16.0,0.0,590.0,590.0,26.0,1.0,19.0,107.0,95.0,1.0,1.0,95.0,5.9375,5.9375,3.0,30.0,1322.0,30.0,255.0,7.0,1450.0,1087.0,24112.0,4.0,16.0,15.0,14.0,0.0
29.0,5.0,5.0,108.0,43.0,15.0,54.0,0.06451599999999999,3.0,5.0,13.0,0.230769,17.0,51.0,7.0,15.0,0.0,695.0,616.0,18.0,0.722222,10.0,49.0,179.0,0.825893,0.75,165.0,10.529411999999999,11.0,4.0,37.0,1180.0,39.0,131.0,16.0,1404.0,1137.0,25747.0,9.0,17.0,16.0,14.0,1.0
4.0,1.0,6.0,193.0,30.0,12.0,37.0,0.84,4.0,11.0,11.0,0.363636,10.0,12.0,10.0,8.0,0.0,852.0,832.0,47.0,0.8,11.0,58.0,165.0,0.684211,0.6,163.0,16.5,20.375,24.0,254.0,10793.0,426.0,2045.0,148.0,17321.0,12962.0,390008.0,6.0,11.0,11.0,8.0,0.0
4.0,2.0,6.0,136.0,20.0,29.0,40.0,0.6,4.0,8.0,14.0,0.28571399999999997,8.0,4.0,5.0,6.0,59.0,281.0,261.0,9.0,0.666667,5.0,23.0,39.0,0.9107139999999999,0.333333,37.0,4.875,6.1666669999999995,12.0,40.0,1559.0,88.0,606.0,65.0,5527.0,2783.0,69698.0,3.0,8.0,8.0,5.0,0.0
16.0,7.0,9.0,175.0,26.0,30.0,48.0,0.058824,9.0,16.0,17.0,0.529412,5.0,22.0,16.0,5.0,4.0,294.0,294.0,25.0,0.166667,24.0,35.0,45.0,1.0,1.0,45.0,9.0,9.0,248.0,1771.0,32688.0,2040.0,1908.0,124.0,12486.0,11008.0,214819.0,2.0,6.0,5.0,5.0,1.0
4.0,2.0,6.0,216.0,46.0,30.0,50.0,0.777778,11.0,15.0,16.0,0.6875,17.0,10.0,22.0,17.0,85.0,790.0,790.0,34.0,0.8,30.0,174.0,114.0,0.979167,0.4,114.0,6.705882000000001,6.705882000000001,43.0,200.0,4916.0,206.0,649.0,50.0,5366.0,4947.0,94240.0,4.0,16.0,16.0,15.0,0.0
0.0,0.0,1.0,6.0,1.0,9.0,6.0,0.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,2.0,0.0,12.0,12.0,1.0,0.0,3.0,3.0,2.0,0.0,1.0,2.0,1.0,1.0,4.0,12.0,148.0,12.0,191.0,19.0,1447.0,1361.0,24319.0,3.0,3.0,3.0,2.0,0.0
