NOP_method,CC_method,ATFD_method,FDP_method,CM_method,MAXNESTING_method,LOC_method,CYCLO_method,NMCS_method,NOLV_method,MaMCL_method,NOAV_method,LAA_method,FANOUT_method,CFNAMM_method,ATLD_method,CINT_method,MeMCL_method,CDISP_method,NOII_type,NOAM_type,NOCS_type,NOM_type,NMO_type,ATFD_type,FANOUT_type,NOMNAMM_type,NOA_type,NIM_type,DIT_type,LOC_type,LOCNAMM_type,CFNAMM_type,TCC_type,NOPA_type,CBO_type,RFC_type,NOC_type,WMC_type,LCOM5_type,WOC_type,WMCNAMM_type,AMW_type,AMWNAMM_type,NOCS_package,NOMNAMM_package,NOI_package,LOC_package,NOM_package,NOPK_project,NOCS_project,NOI_project,NOM_project,NOMNAMM_project,LOC_project,is_switch_statements
0,0,0,0,0,2,23,9,0,1,0,9,1,3,6,7,3,0,1,1,20,0,50,1,52,34,30,13,0,1,1088,558,5422,0.544807966,4,45,166,0,170,0.901098901,0.421052632,107,3.4,3.566666667,59,763,1,14143,1136,133,2330,131,19618,13899,299402,FALSE
0,0,0,0,0,1,4,1,0,0,0,1,1,1,4,1,2,0,0.5,0,15,0,35,0,26,2,20,9,0,1,379,185,1078,0.941176471,8,2,70,0,44,0.895424837,0.45,20,1.257142857,1,59,763,1,14143,1136,133,2330,131,19618,13899,299402,FALSE
0,8,0,0,23,1,4,1,0,0,0,1,1,0,0,1,0,0,0,1,24,1,92,0,62,43,68,20,10,2,1616,1163,11416,0.497297297,7,67,265,1,217,0.957142857,0.674418605,147,2.358695652,2.161764706,59,763,1,14143,1136,133,2330,131,19618,13899,299402,FALSE
0,1,0,0,2,1,4,1,0,0,0,1,1,0,0,1,0,0,0,0,4,0,23,-1,1,6,19,3,-1,3,227,195,421,0.368421053,0,8,36,3,40,0.772727273,-1,33,1.739130435,1.736842105,154,1112,3,20586,1786,133,2330,131,19618,13899,299402,FALSE
0,0,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,2,0,3,6,2,9,4,68,44,48,0.285714286,1,7,27,0,9,0.8125,0.555555556,6,1,1,48,335,0,6879,703,133,2330,131,19618,13899,299402,FALSE
2,1,0,0,1,1,3,1,0,2,0,2,0,0,1,0,0,0,0,0,1,0,6,0,1,4,5,3,31,4,47,42,74,0,2,10,51,0,7,1.066666667,0.5,6,1.166666667,1.2,64,347,1,3566,432,133,2330,131,19618,13899,299402,FALSE
0,2,0,0,2,1,3,1,0,0,0,2,1,1,2,2,1,0,1,0,3,1,23,1,1,4,20,14,16,3,231,210,562,0.294736842,2,9,51,0,46,0.909090909,0.782608696,41,2,2.05,64,347,1,3566,432,133,2330,131,19618,13899,299402,FALSE
2,2,0,0,2,1,4,1,0,2,0,4,1,0,0,2,0,0,0,1,2,0,4,0,0,1,2,2,0,1,19,9,15,1,0,3,6,0,4,0.666666667,0.5,2,1,1,21,168,0,3067,208,133,2330,131,19618,13899,299402,FALSE
0,1,6,2,1,1,8,1,0,1,0,14,0.333333333,2,2,3,7,0,0.285714286,0,3,0,33,0,18,13,30,6,5,3,458,434,1197,0.206521739,0,21,89,0,83,0.880208333,0.884615385,79,2.515151515,2.633333333,21,168,0,3067,208,133,2330,131,19618,13899,299402,FALSE
0,0,0,0,0,1,3,1,0,0,0,2,1,1,3,2,1,0,1,2,0,0,13,0,0,2,13,2,0,1,82,82,328,0.681818182,0,4,28,0,15,0.291666667,1,15,1.153846154,1.153846154,4,39,0,460,39,133,2330,131,19618,13899,299402,FALSE
2,0,0,0,0,1,4,1,0,2,0,3,1,0,0,1,0,0,0,0,1,0,9,3,0,3,8,1,7,2,106,98,85,0.714285714,0,4,22,1,12,0.375,0.888888889,11,1.333333333,1.375,38,208,2,5566,383,133,2330,131,19618,13899,299402,FALSE
0,0,0,0,0,1,4,1,0,0,0,1,1,0,0,1,0,0,0,0,2,0,6,0,23,10,4,2,5,2,100,88,114,0,0,27,51,0,8,1,0,6,1.333333333,1.5,22,253,1,5906,345,133,2330,131,19618,13899,299402,FALSE
2,0,5,5,0,2,26,8,0,3,0,8,0,4,0,0,4,0,1,0,0,1,8,0,8,15,8,3,0,1,182,182,492,0.9,0,18,41,0,36,0.523809524,1,36,4.5,4.5,38,253,10,4401,270,133,2330,131,19618,13899,299402,FALSE
1,0,1,1,0,3,21,4,0,6,0,10,0.666666667,2,0,2,2,0,1,0,4,0,16,1,11,3,12,3,50,3,322,266,296,0.104761905,0,5,25,0,27,0.8,0.785714286,20,1.6875,1.666666667,35,265,0,7652,356,133,2330,131,19618,13899,299402,FALSE
0,0,1,1,0,1,4,1,0,0,0,1,0,0,1,0,0,0,0,0,17,0,52,0,25,8,35,1,30,4,638,395,3864,0,1,20,140,0,63,1.019607843,0.647058824,38,1.211538462,1.085714286,35,265,0,7652,356,133,2330,131,19618,13899,299402,FALSE
0,1,0,0,2,2,26,6,0,3,0,6,1,1,2,3,1,0,1,0,0,2,10,0,0,4,10,6,0,1,180,180,40,0.75,0,2,14,0,17,0.703703704,1,17,1.7,1.7,17,124,0,2217,148,133,2330,131,19618,13899,299402,FALSE
1,1,0,0,1,1,8,2,0,1,0,2,1,1,2,1,1,0,1,1,3,0,7,0,3,4,4,8,3,2,182,144,85,0.666666667,0,8,16,0,11,0.9375,0.4,8,1.571428571,2,17,88,4,2092,109,133,2330,131,19618,13899,299402,FALSE
0,0,0,0,0,5,59,2,0,0,0,1,1,0,0,1,0,0,0,0,0,8,49,4,0,1,49,12,12,2,2017,2017,1990,0.111111111,0,0,63,0,150,0.960069444,1,150,3.06122449,3.06122449,45,381,5,7829,395,133,2330,131,19618,13899,299402,FALSE
2,0,0,0,0,5,69,11,0,4,0,5,1,1,2,1,1,0,1,0,0,8,49,4,0,1,49,12,12,2,2017,2017,1990,0.111111111,0,0,63,0,150,0.960069444,1,150,3.06122449,3.06122449,45,381,5,7829,395,133,2330,131,19618,13899,299402,TRUE
0,0,0,0,0,5,58,2,0,0,0,1,1,0,0,1,0,0,0,0,0,8,49,4,0,1,49,12,12,2,2017,2017,1990,0.111111111,0,0,63,0,150,0.960069444,1,150,3.06122449,3.06122449,45,381,5,7829,395,133,2330,131,19618,13899,299402,FALSE
6,0,9,6,0,5,103,23,0,25,0,48,0.3125,12,34,5,29,0,0.413793103,1,43,0,137,0,73,41,94,9,0,1,1806,1243,18092,0.437320335,1,48,337,0,242,0.916666667,0.655737705,181,1.766423358,1.925531915,59,763,1,14143,1136,133,2330,131,19618,13899,299402,TRUE
2,0,1,1,0,5,25,5,0,6,0,7,0,3,4,0,3,0,1,1,24,1,92,0,62,43,68,20,10,2,1616,1163,11416,0.497297297,7,67,265,1,217,0.957142857,0.674418605,147,2.358695652,2.161764706,59,763,1,14143,1136,133,2330,131,19618,13899,299402,FALSE
2,0,1,1,0,5,22,5,0,6,0,8,0.5,2,2,1,2,0,1,1,24,1,92,0,62,43,68,20,10,2,1616,1163,11416,0.497297297,7,67,265,1,217,0.957142857,0.674418605,147,2.358695652,2.161764706,59,763,1,14143,1136,133,2330,131,19618,13899,299402,FALSE
1,1,0,0,1,5,74,15,0,9,0,10,1,1,4,2,2,0,0.5,0,0,0,1,0,0,1,1,2,0,1,88,88,8,1,0,1,3,0,15,0,1,15,15,15,59,763,1,14143,1136,133,2330,131,19618,13899,299402,TRUE
1,1,0,0,1,5,100,16,0,11,0,33,1,6,28,22,14,0,0.428571429,0,14,1,36,2,4,10,22,24,9,4,694,541,694,0.393103448,1,13,88,0,90,0.885714286,0.620689655,62,2.5,2.818181818,154,1112,3,20586,1786,133,2330,131,19618,13899,299402,TRUE
2,1,0,0,1,5,38,5,0,5,0,9,1,3,10,4,5,0,0.6,0,1,0,5,0,0,6,4,4,0,1,83,73,150,0.166666667,0,9,19,0,12,0.9375,0.8,11,2.4,2.75,154,1112,3,20586,1786,133,2330,131,19618,13899,299402,TRUE
3,0,3,2,0,5,37,6,0,9,0,15,0.5,6,12,3,9,0,0.666666667,0,3,2,21,3,57,34,18,212,23,4,819,798,1009,0.236363636,206,43,135,0,73,1.044575472,0.032407407,70,3.476190476,3.888888889,154,1112,3,20586,1786,133,2330,131,19618,13899,299402,FALSE
3,0,0,0,0,5,37,7,0,8,0,11,1,1,4,3,2,0,0.5,1,0,0,24,5,0,4,24,10,4,2,296,296,264,0.307189542,0,4,37,0,53,0.882608696,1,53,2.208333333,2.208333333,14,132,5,2816,150,133,2330,131,19618,13899,299402,FALSE
4,0,1,1,0,5,46,9,0,12,0,14,0,3,16,0,9,0,0.333333333,0,0,5,8,0,146,154,8,3,0,1,615,615,2320,0,0,152,175,0,186,0.952380952,1,186,23.25,23.25,8,18,0,888,21,133,2330,131,19618,13899,299402,FALSE
1,1,1,1,1,5,26,6,0,3,0,7,0.75,2,12,3,6,0,0.333333333,0,0,0,2,0,1,3,2,3,5,3,52,52,43,1,0,9,18,0,10,1.333333333,1,10,5,5,21,168,0,3067,208,133,2330,131,19618,13899,299402,FALSE
0,1,2,2,1,5,50,11,0,8,0,12,0.5,5,12,2,7,0,0.714285714,1,16,0,107,0,125,57,91,20,0,1,2218,1997,17110,0.220120724,0,69,310,0,311,0.950471698,0.791666667,275,2.906542056,3.021978022,22,253,1,5906,345,133,2330,131,19618,13899,299402,FALSE
1,0,6,3,0,5,61,7,0,6,0,17,0.25,3,6,2,12,0,0.25,0,1,0,7,0,11,4,6,2,0,1,123,117,64,0.666666667,0,4,25,0,16,0.583333333,0.75,15,2.285714286,2.5,22,253,1,5906,345,133,2330,131,19618,13899,299402,FALSE
0,0,0,0,0,5,107,28,1,10,2,16,0.5,4,10,3,8,2,0.5,0,0,3,53,0,41,31,53,10,0,1,1511,1511,4746,1,0,57,121,0,281,0.905769231,1,281,5.301886792,5.301886792,38,253,10,4401,270,133,2330,131,19618,13899,299402,TRUE
1,1,0,0,1,5,49,10,0,9,0,11,1,0,0,2,0,0,0,0,0,0,5,0,0,0,5,3,0,1,128,128,0,1,0,2,5,0,28,0.666666667,1,28,5.6,5.6,38,253,10,4401,270,133,2330,131,19618,13899,299402,FALSE
4,0,3,3,0,5,95,12,0,16,0,20,0.25,5,10,1,5,0,1,0,4,0,12,2,6,10,8,3,0,1,380,307,162,0.5,0,13,24,1,49,0.727272727,0.625,40,4.083333333,5,35,265,0,7652,356,133,2330,131,19618,13899,299402,FALSE
4,1,0,0,1,5,48,6,0,9,0,9,0,1,8,0,4,0,0.25,0,0,0,2,0,0,1,2,1,0,1,98,98,24,1,0,1,6,0,10,1,1,10,5,5,4,13,1,300,13,133,2330,131,19618,13899,299402,FALSE
1,3,0,0,3,6,81,13,0,3,0,15,0.5,1,6,3,6,0,0.166666667,0,0,8,49,4,0,1,49,12,12,2,2017,2017,1990,0.111111111,0,0,63,0,150,0.960069444,1,150,3.06122449,3.06122449,45,381,5,7829,395,133,2330,131,19618,13899,299402,TRUE
1,0,1,1,0,6,46,9,0,13,0,14,0,4,12,0,6,0,0.666666667,1,0,5,4,-1,2,7,4,5,-1,1,108,108,62,0,5,10,14,0,14,1.333333333,-1,14,3.5,3.5,168,225,7,5489,227,133,2330,131,19618,13899,299402,FALSE
3,1,18,7,1,7,46,11,1,13,2,38,0.052631579,7,4,1,17,2,0.411764706,1,20,0,50,1,52,34,30,13,0,1,1088,558,5422,0.544807966,4,45,166,0,170,0.901098901,0.421052632,107,3.4,3.566666667,59,763,1,14143,1136,133,2330,131,19618,13899,299402,TRUE
1,0,6,4,0,8,119,23,2,20,2,29,0,9,20,0,18,2,0.5,0,0,0,2,0,8,10,2,0,0,1,225,225,96,0,0,12,26,0,39,0,1,39,19.5,19.5,59,763,1,14143,1136,133,2330,131,19618,13899,299402,FALSE
2,0,9,4,0,7,146,22,0,33,0,46,0.181818182,7,26,2,20,0,0.35,1,43,0,137,0,73,41,94,9,0,1,1806,1243,18092,0.437320335,1,48,337,0,242,0.916666667,0.655737705,181,1.766423358,1.925531915,59,763,1,14143,1136,133,2330,131,19618,13899,299402,TRUE
1,1,0,0,1,6,32,7,0,4,0,5,1,0,0,1,0,0,0,0,1,0,9,2,0,0,8,2,0,1,245,221,0,0.666666667,0,0,9,0,30,0.75,0.888888889,28,3.333333333,3.5,14,132,5,2816,150,133,2330,131,19618,13899,299402,FALSE
3,0,0,0,0,6,355,62,0,22,0,22,0,2,12,0,6,0,0.333333333,0,0,1,9,0,0,8,9,0,0,1,883,883,222,0,0,7,21,0,76,0,1,76,8.444444444,8.444444444,38,208,2,5566,383,133,2330,131,19618,13899,299402,TRUE
2,1,3,3,1,6,50,12,0,10,0,17,0.571428571,7,18,4,9,0,0.777777778,1,16,0,107,0,125,57,91,20,0,1,2218,1997,17110,0.220120724,0,69,310,0,311,0.950471698,0.791666667,275,2.906542056,3.021978022,22,253,1,5906,345,133,2330,131,19618,13899,299402,FALSE
2,0,11,9,0,6,127,25,0,22,0,33,0,7,18,0,14,0,0.5,0,2,0,27,0,31,40,25,9,0,1,527,517,1574,0.2,0,62,115,0,104,0.905982906,1,102,3.851851852,4.08,38,253,10,4401,270,133,2330,131,19618,13899,299402,TRUE
3,1,3,3,1,6,66,13,0,9,0,16,0.5,9,34,3,18,0,0.5,0,0,1,8,0,8,15,8,3,0,1,182,182,492,0.9,0,18,41,0,36,0.523809524,1,36,4.5,4.5,38,253,10,4401,270,133,2330,131,19618,13899,299402,TRUE
1,1,0,0,1,6,35,10,0,6,0,6,0,2,8,0,4,0,0.5,0,0,0,4,0,0,4,4,2,0,1,86,86,28,1,0,4,10,0,16,1,1,16,4,4,2,11,2,178,11,133,2330,131,19618,13899,299402,TRUE
0,0,14,7,0,7,116,28,0,16,0,36,0.3,8,36,6,26,0,0.307692308,1,5,2,12,0,14,11,7,6,6,3,362,318,311,0.178571429,0,20,62,0,49,0.924242424,0.545454545,44,4.083333333,6.285714286,5,11,0,578,19,133,2330,131,19618,13899,299402,TRUE
2,0,0,0,0,2,10,2,0,3,0,5,1,0,0,2,0,0,0,56,0,0,57,0,0,0,57,2,0,1,674,674,0,1,0,0,57,0,113,0.017857143,1,113,1.98245614,1.98245614,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
2,0,0,0,0,2,10,2,0,3,0,5,1,0,0,2,0,0,0,56,0,0,57,0,0,0,57,2,0,1,674,674,0,1,0,0,57,0,113,0.017857143,1,113,1.98245614,1.98245614,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
2,0,0,0,0,2,10,2,0,3,0,5,1,0,0,2,0,0,0,56,0,0,57,0,0,0,57,2,0,1,674,674,0,1,0,0,57,0,113,0.017857143,1,113,1.98245614,1.98245614,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
0,2,0,0,2,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,25,2,3,4,25,4,25,4,688,688,772,0,0,3,31,0,60,1.041666667,1,60,2.4,2.4,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
1,1,0,0,2,1,3,1,0,1,0,1,0,1,4,0,2,0,0.5,1,0,1,25,2,3,4,25,4,25,4,688,688,772,0,0,3,31,0,60,1.041666667,1,60,2.4,2.4,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
1,0,0,0,0,1,3,1,0,1,0,1,0,1,2,0,1,0,1,1,0,1,25,2,3,4,25,4,25,4,688,688,772,0,0,3,31,0,60,1.041666667,1,60,2.4,2.4,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
1,0,1,1,0,2,11,3,0,3,0,4,0,2,4,0,2,0,1,1,0,1,25,2,3,4,25,4,25,4,688,688,772,0,0,3,31,0,60,1.041666667,1,60,2.4,2.4,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
0,0,1,1,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,11,0,6,3,10,3,0,1,197,170,150,0,0,3,18,0,29,1.1,0.888888889,25,2.636363636,2.5,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
0,1,0,0,1,1,3,1,0,0,0,0,0,0,1,0,0,0,0,3,0,2,24,5,1,6,24,1,24,3,375,375,1021,0,0,10,71,0,45,1.043478261,1,45,1.875,1.875,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
1,0,0,0,0,3,14,3,0,4,0,4,0,1,3,0,1,0,1,3,0,2,24,5,1,6,24,1,24,3,375,375,1021,0,0,10,71,0,45,1.043478261,1,45,1.875,1.875,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
1,0,0,0,0,2,17,4,0,5,0,5,0,1,4,0,2,0,0.5,2,0,0,14,-1,0,3,14,0,-1,3,84,84,154,0,0,3,17,3,22,0,-1,22,1.571428571,1.571428571,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
2,2,1,1,2,1,4,1,0,2,0,3,0,0,1,0,0,0,0,1,0,0,19,-1,4,2,19,4,-1,2,339,339,377,0,0,4,30,2,50,1.055555556,-1,50,2.631578947,2.631578947,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
0,0,1,1,0,1,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,19,-1,4,2,19,4,-1,2,339,339,377,0,0,4,30,2,50,1.055555556,-1,50,2.631578947,2.631578947,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
3,1,3,1,1,1,5,1,0,3,0,6,0,0,0,0,0,0,0,1,2,0,8,1,3,1,6,3,0,1,52,42,8,0,0,2,8,0,14,1.142857143,1,12,1.75,2,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
1,0,0,0,0,1,3,1,0,1,0,2,1,0,0,1,0,0,0,1,4,0,4,0,0,0,0,1,0,1,40,0,0,0.166666667,0,1,4,0,4,0,0,0,1,0,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
0,1,-1,-1,1,0,1,1,0,0,0,-1,-1,0,0,-1,0,0,0,2,2,0,24,-1,0,2,22,10,-1,1,373,347,218,0.216374269,0,2,26,2,40,0.904347826,-1,37,1.666666667,1.681818182,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
0,1,0,0,1,1,3,1,0,0,0,1,1,0,0,1,0,0,0,0,4,0,11,1,0,0,7,4,0,1,107,67,0,0.236363636,0,0,11,0,11,0.8,0.636363636,7,1,1,30,49,3,993,54,3,91,9,585,567,8432,FALSE
0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-1,0,0,3,0,-1,-1,5,5,0,0,0,0,3,0,3,0,0,3,1,1,30,49,3,993,54,3,91,9,585,567,8432,FALSE
0,0,0,0,0,3,27,1,0,0,0,0,0,1,2,0,1,0,1,0,0,12,11,0,0,19,11,3,0,1,423,423,306,0.2,0,9,33,0,20,0.866666667,1,20,1.818181818,1.818181818,30,49,3,993,54,3,91,9,585,567,8432,FALSE
1,2,4,1,5,5,63,16,0,9,0,13,0,0,2,0,0,0,0,1,0,0,19,-1,4,2,19,4,-1,2,339,339,377,0,0,4,30,2,50,1.055555556,-1,50,2.631578947,2.631578947,29,219,5,3862,227,3,91,9,585,567,8432,FALSE
2,0,0,0,0,5,118,14,0,34,0,38,0.333333333,0,0,2,0,0,0,0,0,1,9,0,0,1,9,3,0,1,429,429,2,1,0,0,10,0,41,0.875,1,41,4.555555556,4.555555556,2,9,0,429,9,3,91,9,585,567,8432,FALSE
1,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,1,4,2,5,2,71,60,6,0.166666667,0,4,11,0,5,1,0.8,4,1,1,70,543,1,20854,812,42,1171,66,10384,8750,312068,FALSE
1,1,0,0,1,1,3,1,0,1,0,2,1,0,0,1,0,0,0,0,4,0,16,3,5,8,12,12,54,3,225,191,270,0.216666667,0,23,108,2,30,0.922222222,0.75,26,1.875,2.166666667,138,948,4,27590,1132,42,1171,66,10384,8750,312068,FALSE
1,6,0,0,7,1,3,1,0,1,0,2,1,0,0,1,0,0,0,1,14,0,57,-1,11,11,43,14,-1,1,882,716,976,0.091764706,1,26,83,5,129,0.963010204,-1,109,2.263157895,2.534883721,138,948,4,27590,1132,42,1171,66,10384,8750,312068,FALSE
1,0,0,0,0,1,4,1,0,1,0,2,1,0,0,1,0,0,0,1,0,0,13,0,0,1,13,3,0,1,222,222,46,0.545454545,0,1,15,0,22,0.777777778,1,22,1.692307692,1.692307692,34,113,0,8814,151,42,1171,66,10384,8750,312068,FALSE
1,0,0,0,0,1,4,1,0,1,0,2,1,0,0,1,0,0,0,6,10,1,42,0,3,4,32,13,0,1,741,643,414,0.241820768,0,5,51,0,108,0.864915572,0.743589744,93,2.571428571,2.90625,90,482,2,16188,569,42,1171,66,10384,8750,312068,FALSE
2,1,0,0,1,1,4,1,0,2,0,0,0,0,0,0,0,0,0,2,9,3,110,5,13,7,101,13,92,2,957,899,3796,0.016139993,3,19,220,1,158,0.973182781,0.89380531,149,1.436363636,1.475247525,66,634,5,10542,699,42,1171,66,10384,8750,312068,FALSE
1,0,0,0,0,2,9,2,0,1,0,2,1,1,3,1,1,0,1,0,6,0,121,117,3,8,115,7,84,3,1247,1190,24104,0.884542952,0,23,421,0,234,0.861904762,0.949579832,223,1.933884298,1.939130435,66,634,5,10542,699,42,1171,66,10384,8750,312068,FALSE
0,0,6,1,0,3,17,6,0,0,0,14,0.5,1,7,6,4,0,0.25,2,4,5,75,17,26,50,71,29,163,6,1828,1779,10273,0.011538462,0,73,395,0,229,0.990214352,0.939393939,221,3.053333333,3.112676056,66,634,5,10542,699,42,1171,66,10384,8750,312068,FALSE
0,0,0,0,0,1,207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,62,23,3,392,392,0,0,62,1,3,0,6,1.5,0.03125,6,2,2,21,59,0,7835,61,42,1171,66,10384,8750,312068,FALSE
0,0,0,0,0,1,207,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,62,23,3,392,392,0,0,62,1,3,0,6,1.5,0.03125,6,2,2,21,59,0,7835,61,42,1171,66,10384,8750,312068,FALSE
2,0,0,0,0,1,5,2,0,2,0,3,1,0,1,1,0,0,0,0,4,1,96,59,7,9,92,13,35,4,1583,1531,8625,0.802333562,0,17,210,2,236,0.926315789,0.954545455,229,2.458333333,2.489130435,24,233,1,6943,280,42,1171,66,10384,8750,312068,FALSE
1,1,0,0,1,1,3,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,9,0,0,1,9,1,0,1,88,88,2,0,0,1,10,1,10,1,0,10,1.111111111,1.111111111,69,454,0,23224,474,42,1171,66,10384,8750,312068,FALSE
1,0,1,1,0,1,5,1,0,1,0,2,0,0,0,0,0,0,0,4,18,0,52,-1,26,9,34,13,-1,4,985,668,1762,0.069380204,1,23,80,8,79,0.944193062,-1,47,1.519230769,1.382352941,31,289,3,8970,374,42,1171,66,10384,8750,312068,FALSE
3,1,13,4,1,3,74,13,0,10,0,24,0.071428571,2,16,1,6,0,0.333333333,0,2,0,9,6,4,6,7,4,105,5,340,296,485,0.571428571,0,31,180,0,40,0.78125,0.75,35,4.444444444,5,31,289,3,8970,374,42,1171,66,10384,8750,312068,TRUE
0,0,0,0,0,1,6,2,0,1,0,4,0.666666667,3,4,2,3,0,1,1,0,0,18,12,2,9,18,5,59,3,264,264,468,0.164835165,0,22,119,1,31,0.882352941,1,31,1.722222222,1.722222222,22,257,0,5241,262,42,1171,66,10384,8750,312068,FALSE
2,0,0,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0,0,4,23,0,110,0,1,1,87,5,0,1,1929,1643,438,0.000849473,0,2,111,1,156,0.990825688,0.790909091,133,1.418181818,1.528735632,66,681,5,19469,786,42,1171,66,10384,8750,312068,FALSE
4,1,0,0,1,2,7,3,0,4,0,4,0,0,0,0,0,0,0,1,0,0,8,1,0,0,8,8,0,1,178,178,0,0.333333333,3,0,8,0,40,0.928571429,0.571428571,40,5,5,66,681,5,19469,786,42,1171,66,10384,8750,312068,FALSE
1,0,0,0,0,3,15,3,0,2,0,4,1,0,0,2,0,0,0,2,3,0,30,1,1,0,27,5,0,1,709,657,0,0.920634921,0,1,30,1,78,0.606896552,0.9,73,2.6,2.703703704,66,681,5,19469,786,42,1171,66,10384,8750,312068,FALSE
2,0,0,0,0,1,7,1,0,2,0,5,1,0,0,3,0,0,0,0,18,0,37,0,2,4,19,16,0,1,799,578,292,0.1,0,5,42,1,94,0.963541667,0,71,2.540540541,3.736842105,29,190,0,8318,262,42,1171,66,10384,8750,312068,FALSE
0,1,5,2,1,5,94,12,0,10,0,19,0.285714286,3,4,2,7,0,0.428571429,5,30,0,88,19,17,10,58,15,90,2,1601,1155,888,0.058823529,0,18,196,29,176,0.960153257,0.631578947,133,2,2.293103448,70,543,1,20854,812,42,1171,66,10384,8750,312068,TRUE
2,0,3,2,0,5,26,7,0,7,0,11,0.25,2,0,1,3,0,0.666666667,5,30,0,88,19,17,10,58,15,90,2,1601,1155,888,0.058823529,0,18,196,29,176,0.960153257,0.631578947,133,2,2.293103448,70,543,1,20854,812,42,1171,66,10384,8750,312068,FALSE
7,1,5,3,1,5,51,9,0,9,0,15,0,3,14,0,10,0,0.3,1,3,1,19,0,32,11,16,8,0,1,880,780,826,0.194444444,0,16,55,0,113,0.875,0.888888889,100,5.947368421,6.25,70,543,1,20854,812,42,1171,66,10384,8750,312068,FALSE
3,0,0,0,0,5,53,9,0,10,0,8,0,0,0,0,0,0,0,0,0,1,10,0,0,2,10,5,0,1,612,612,162,0,0,1,20,0,58,1,0,58,5.8,5.8,58,126,0,3480,142,42,1171,66,10384,8750,312068,TRUE
0,0,2,2,0,5,38,8,0,8,0,14,0.75,4,8,6,5,0,0.8,0,2,1,27,5,24,15,25,31,64,3,1032,1014,1689,0.30952381,0,31,162,24,153,0.954094293,0.933333333,149,5.666666667,5.96,138,948,4,27590,1132,42,1171,66,10384,8750,312068,FALSE
0,0,3,2,0,5,36,12,0,4,0,10,0.5,2,9,3,4,0,0.5,0,0,0,2,1,3,2,2,1,16,4,60,60,19,1,0,8,31,0,13,1,1,13,6.5,6.5,90,482,2,16188,569,42,1171,66,10384,8750,312068,FALSE
2,0,3,1,0,5,51,9,0,7,0,18,0.727272727,5,10,8,8,0,0.625,1,0,0,2,0,3,5,2,5,0,1,95,95,26,1,0,7,11,0,11,1,1,11,5.5,5.5,66,634,5,10542,699,42,1171,66,10384,8750,312068,TRUE
2,1,0,0,1,5,55,6,0,8,0,13,0.6,1,2,3,1,0,1,0,1,1,7,0,0,1,6,4,0,1,319,310,42,1,1,0,8,0,28,0.75,0.75,27,4,4.5,49,669,11,19441,821,42,1171,66,10384,8750,312068,FALSE
2,0,0,0,0,5,37,9,0,3,0,4,1,0,0,1,0,0,0,0,1,0,8,0,0,3,7,5,0,1,478,467,48,1,0,4,13,0,68,0.8,0.8,67,8.5,9.571428571,49,669,11,19441,821,42,1171,66,10384,8750,312068,FALSE
0,1,0,0,1,5,55,7,0,5,0,5,0,1,8,0,4,0,0.25,0,0,1,10,0,0,2,10,5,0,1,612,612,162,0,0,1,20,0,58,1,0,58,5.8,5.8,69,454,0,23224,474,42,1171,66,10384,8750,312068,FALSE
1,0,0,0,0,5,36,6,0,6,0,12,1,1,6,6,2,0,0.5,0,0,0,4,2,0,1,4,2,112,7,118,118,35,1,0,32,175,0,12,0.833333333,1,12,3,3,31,289,3,8970,374,42,1171,66,10384,8750,312068,FALSE
2,2,0,0,3,5,127,16,0,13,0,14,0,0,0,0,0,0,0,0,1,0,25,0,8,5,24,9,0,1,1283,1269,178,0.003952569,0,7,35,1,138,0.99537037,0.956521739,137,5.52,5.708333333,66,681,5,19469,786,42,1171,66,10384,8750,312068,TRUE
